severity,anomaly_type,suggested_action,panel_id,parent_drawing_key,split,phase,status,error,quality_flags,panel_entity_count,base_segment_count,split_segment_count,intersection_count,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,panel_png_path,topology_v1_panel_json_path
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/三层--变电站平面图_t7#panel_000,_P2_staging/三层--变电站平面图_t7,val,P2,ok,,high_fragmentation,1726,2310,2586,245,2020,2575,252,0.0287,0.0994,datas/qa_and_png/P2_oda_output/三层--变电站平面图_t7.png,outputs/topology_panel_v1/_P2_staging/三层--变电站平面图_t7#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,"_P2_staging/220kVI,III分段断路器控制信号回路(B066-500-0604)wm666.taobao.com#panel_000","_P2_staging/220kVI,III分段断路器控制信号回路(B066-500-0604)wm666.taobao.com",val,P2,ok,,high_fragmentation,1777,1290,2655,1270,1971,2551,184,0.0188,0.1039,"datas/qa_and_png/P2_oda_output/220kVI,III分段断路器控制信号回路(B066-500-0604)wm666.taobao.com.png","outputs/topology_panel_v1/_P2_staging/220kVI,III分段断路器控制信号回路(B066-500-0604)wm666.taobao.com#panel_000.topology.v1.json"
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电站室外电缆沟节点大全wm666.taobao.com#panel_000,_P2_staging/变电站室外电缆沟节点大全wm666.taobao.com,train,P2,ok,,high_fragmentation,1320,1077,2625,1108,1968,2544,142,0.0283,0.0857,datas/qa_and_png/P2_oda_output/变电站室外电缆沟节点大全wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/变电站室外电缆沟节点大全wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电站通用电缆沟节点大全#panel_000,_P2_staging/变电站通用电缆沟节点大全,train,P2,ok,,high_fragmentation,1321,1077,2625,1108,1968,2544,142,0.0283,0.0857,datas/qa_and_png/P2_oda_output/变电站通用电缆沟节点大全.png,outputs/topology_panel_v1/_P2_staging/变电站通用电缆沟节点大全#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/变电站通用电缆沟节点大全__506#panel_000,_P2_staging/变电站通用电缆沟节点大全__506,train,P2,ok,,high_fragmentation,1320,1077,2625,1108,1968,2544,142,0.0283,0.0857,datas/qa_and_png/P2_oda_output/变电站通用电缆沟节点大全__506.png,outputs/topology_panel_v1/_P2_staging/变电站通用电缆沟节点大全__506#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/220kV线路示意图及电流电压回路(B066-500-1701)wm666.taobao.com#panel_000,_P2_staging/220kV线路示意图及电流电压回路(B066-500-1701)wm666.taobao.com,train,P2,ok,,high_fragmentation,1914,1412,2634,1027,2367,2542,271,0.0504,0.0814,datas/qa_and_png/P2_oda_output/220kV线路示意图及电流电压回路(B066-500-1701)wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/220kV线路示意图及电流电压回路(B066-500-1701)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,"_P1_staging/QA-D101-13(110kVI,II段母线PT接线全图)#panel_000","_P1_staging/QA-D101-13(110kVI,II段母线PT接线全图)",train,P1,ok,,high_fragmentation,2136,1406,2555,854,2339,2532,268,0.0585,0.1031,"datas/qa_and_png/P1_oda_output/QA-D101-13(110kVI,II段母线PT接线全图).png","outputs/topology_panel_v1/_P1_staging/QA-D101-13(110kVI,II段母线PT接线全图)#panel_000.topology.v1.json"
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/QA-D101-09(110kV母线电压互感器接线全图)#panel_000,_P1_staging/QA-D101-09(110kV母线电压互感器接线全图),train,P1,ok,,high_fragmentation,2328,1604,2533,719,2532,2503,402,0.0955,0.0923,datas/qa_and_png/P1_oda_output/QA-D101-09(110kV母线电压互感器接线全图).png,outputs/topology_panel_v1/_P1_staging/QA-D101-09(110kV母线电压互感器接线全图)#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,"_P2_staging/220kVII,III母联控制信号回路(B066-500-0602)wm666.taobao.com#panel_000","_P2_staging/220kVII,III母联控制信号回路(B066-500-0602)wm666.taobao.com",train,P2,ok,,high_fragmentation,1715,1246,2587,1251,1913,2485,172,0.0173,0.1018,"datas/qa_and_png/P2_oda_output/220kVII,III母联控制信号回路(B066-500-0602)wm666.taobao.com.png","outputs/topology_panel_v1/_P2_staging/220kVII,III母联控制信号回路(B066-500-0602)wm666.taobao.com#panel_000.topology.v1.json"
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/主变压器测量电流电压回路(B066-500-1202)wm666.taobao.com#panel_000,_P1_staging/主变压器测量电流电压回路(B066-500-1202)wm666.taobao.com,train,P1,ok,,high_fragmentation,2126,1404,2488,890,2314,2482,334,0.0661,0.0653,datas/qa_and_png/P1_oda_output/主变压器测量电流电压回路(B066-500-1202)wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/主变压器测量电流电压回路(B066-500-1202)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,"_P2_staging/220kVI,II母联控制信号回路(B066-500-1708)wm666.taobao.com#panel_000","_P2_staging/220kVI,II母联控制信号回路(B066-500-1708)wm666.taobao.com",val,P2,ok,,high_fragmentation,1742,1176,2602,1305,1867,2426,107,0.0078,0.1125,"datas/qa_and_png/P2_oda_output/220kVI,II母联控制信号回路(B066-500-1708)wm666.taobao.com.png","outputs/topology_panel_v1/_P2_staging/220kVI,II母联控制信号回路(B066-500-1708)wm666.taobao.com#panel_000.topology.v1.json"
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/D-11 6kv输煤段原则接线图wm666.taobao.com#panel_000,_P3_staging_batch3/D-11 6kv输煤段原则接线图wm666.taobao.com,val,P3,ok,,high_fragmentation,1360,1487,2575,778,2039,2419,235,0.0198,0.0376,datas/qa_and_png/P3_oda_output/D-11 6kv输煤段原则接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/D-11 6kv输煤段原则接线图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/主变保护B柜接线图(三)(B066-500-0209)wm666.taobao.com#panel_000,_P1_staging/主变保护B柜接线图(三)(B066-500-0209)wm666.taobao.com,test,P1,ok,,high_fragmentation,2162,1490,2440,740,2409,2417,290,0.0298,0.0902,datas/qa_and_png/P1_oda_output/主变保护B柜接线图(三)(B066-500-0209)wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/主变保护B柜接线图(三)(B066-500-0209)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/1000MW机组脱硫区电气主接线图#panel_000,_P1_staging/1000MW机组脱硫区电气主接线图,train,P1,ok,,high_fragmentation,2012,1374,2413,821,2660,2412,467,0.1235,0.1418,datas/qa_and_png/P1_oda_output/1000MW机组脱硫区电气主接线图.png,outputs/topology_panel_v1/_P1_staging/1000MW机组脱硫区电气主接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com,train,P3,ok,,high_fragmentation,1628,1310,2436,988,2030,2406,192,0.0058,0.0599,datas/qa_and_png/P3_oda_output/500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV二滩II线路PRC31AM-54保护屏外部联系接线图(B066-500-0402)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-4线槽配线安装3#panel_000,_P2_staging/10KV变电所8-4线槽配线安装3,train,P2,ok,,high_fragmentation,783,1116,2426,1000,1788,2381,78,0.0143,0.0773,datas/qa_and_png/P2_oda_output/10KV变电所8-4线槽配线安装3.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-4线槽配线安装3#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-5硬塑料线路2#panel_000,_P2_staging/10KV变电所8-5硬塑料线路2,train,P2,ok,,high_fragmentation,1223,784,2394,1108,1545,2350,103,0.0026,0.1123,datas/qa_and_png/P2_oda_output/10KV变电所8-5硬塑料线路2.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-5硬塑料线路2#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch4/01PLC柜模板接线图#panel_000,_P3_staging_batch4/01PLC柜模板接线图,train,P3,ok,,high_fragmentation,1479,670,2409,1239,1619,2327,24,0.0052,0.1298,datas/qa_and_png/P3_oda_output/01PLC柜模板接线图.png,outputs/topology_panel_v1/_P3_staging_batch4/01PLC柜模板接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/主变保护测控屏背面接线图(1)#panel_000,_P1_staging/主变保护测控屏背面接线图(1),test,P1,ok,,high_fragmentation,2095,1603,2450,732,1256,2309,16,0.0,0.149,datas/qa_and_png/P1_oda_output/主变保护测控屏背面接线图(1).png,outputs/topology_panel_v1/_P1_staging/主变保护测控屏背面接线图(1)#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/主变保护测控屏背面接线图wm666.taobao.com#panel_000,_P1_staging/主变保护测控屏背面接线图wm666.taobao.com,train,P1,ok,,high_fragmentation,2095,1603,2450,732,1256,2309,16,0.0,0.149,datas/qa_and_png/P1_oda_output/主变保护测控屏背面接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/主变保护测控屏背面接线图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-6金属管配线2#panel_000,_P2_staging/10KV变电所8-6金属管配线2,train,P2,ok,,high_fragmentation,1695,1536,2366,636,1816,2301,212,0.0235,0.1095,datas/qa_and_png/P2_oda_output/10KV变电所8-6金属管配线2.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-6金属管配线2#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/专用盘电源二次接线图(B066-500-2110)wm666.taobao.com#panel_000,_P3_staging_batch3/专用盘电源二次接线图(B066-500-2110)wm666.taobao.com,val,P3,ok,,high_fragmentation,1691,1378,2333,761,2303,2287,223,0.0223,0.0433,datas/qa_and_png/P3_oda_output/专用盘电源二次接线图(B066-500-2110)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/专用盘电源二次接线图(B066-500-2110)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/主变压器220kV侧隔离开关CJ6-I型操作机构二次接线原理图(B066-500-1218)wm666.taobao.com#panel_000,_P1_staging/主变压器220kV侧隔离开关CJ6-I型操作机构二次接线原理图(B066-500-1218)wm666.taobao.com,train,P1,ok,,high_fragmentation,1848,968,2265,979,1800,2254,163,0.0098,0.1211,datas/qa_and_png/P1_oda_output/主变压器220kV侧隔离开关CJ6-I型操作机构二次接线原理图(B066-500-1218)wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/主变压器220kV侧隔离开关CJ6-I型操作机构二次接线原理图(B066-500-1218)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch2/脱硫供配电系统接线图#panel_000,_P3_staging_batch2/脱硫供配电系统接线图,train,P3,ok,,high_fragmentation,1655,1386,2297,647,2387,2247,386,0.0579,0.0338,datas/qa_and_png/P3_oda_output/脱硫供配电系统接线图.png,outputs/topology_panel_v1/_P3_staging_batch2/脱硫供配电系统接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/10KV变电所8-4线槽配线安装11#panel_000,_P2_staging/10KV变电所8-4线槽配线安装11,train,P2,ok,,high_fragmentation,1236,1101,2327,923,1734,2244,134,0.0196,0.0963,datas/qa_and_png/P2_oda_output/10KV变电所8-4线槽配线安装11.png,outputs/topology_panel_v1/_P2_staging/10KV变电所8-4线槽配线安装11#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/500kV线路 PLP02-54T保护屏外部联系接线图(B080-500-1404)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV线路 PLP02-54T保护屏外部联系接线图(B080-500-1404)wm666.taobao.com,train,P3,ok,,high_fragmentation,1689,1144,2216,1010,1799,2215,132,0.0117,0.0659,datas/qa_and_png/P3_oda_output/500kV线路 PLP02-54T保护屏外部联系接线图(B080-500-1404)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV线路 PLP02-54T保护屏外部联系接线图(B080-500-1404)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/主变压器35kV断路器隔离开关控制信号回路(B066-500-1204)wm666.taobao.com#panel_000,_P1_staging/主变压器35kV断路器隔离开关控制信号回路(B066-500-1204)wm666.taobao.com,test,P1,ok,,high_fragmentation,1480,964,2272,1238,1642,2211,54,0.0041,0.1298,datas/qa_and_png/P1_oda_output/主变压器35kV断路器隔离开关控制信号回路(B066-500-1204)wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/主变压器35kV断路器隔离开关控制信号回路(B066-500-1204)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch1/出线柜dw17接线图#panel_000,_P3_staging_batch1/出线柜dw17接线图,train,P3,ok,,high_fragmentation,1809,1153,2335,796,2075,2183,312,0.0715,0.044,datas/qa_and_png/P3_oda_output/出线柜dw17接线图.png,outputs/topology_panel_v1/_P3_staging_batch1/出线柜dw17接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/主变压器保护电流电压回路(B066-500-1205)wm666.taobao.com#panel_000,_P1_staging/主变压器保护电流电压回路(B066-500-1205)wm666.taobao.com,train,P1,ok,,high_fragmentation,2052,1286,2152,806,2126,2152,362,0.0892,0.066,datas/qa_and_png/P1_oda_output/主变压器保护电流电压回路(B066-500-1205)wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/主变压器保护电流电压回路(B066-500-1205)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/备用变控制.信号回路接线图(B066-500-2104)wm666.taobao.com#panel_000,_P3_staging_batch3/备用变控制.信号回路接线图(B066-500-2104)wm666.taobao.com,train,P3,ok,,high_fragmentation,1655,1168,2244,992,1841,2139,145,0.0346,0.1258,datas/qa_and_png/P3_oda_output/备用变控制.信号回路接线图(B066-500-2104)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/备用变控制.信号回路接线图(B066-500-2104)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch1/某电厂10KV高压系统图#panel_000,_P3_staging_batch1/某电厂10KV高压系统图,train,P3,ok,,high_fragmentation,1956,1372,2186,787,1979,2137,281,0.0449,0.0547,datas/qa_and_png/P3_oda_output/某电厂10KV高压系统图.png,outputs/topology_panel_v1/_P3_staging_batch1/某电厂10KV高压系统图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/CJ6-I电动操作机构接线图(B066-500-1813)wm666.taobao.com#panel_000,_P3_staging_batch3/CJ6-I电动操作机构接线图(B066-500-1813)wm666.taobao.com,train,P3,ok,,high_fragmentation,1609,903,2163,975,1786,2137,77,0.0084,0.0922,datas/qa_and_png/P3_oda_output/CJ6-I电动操作机构接线图(B066-500-1813)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/CJ6-I电动操作机构接线图(B066-500-1813)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch4/16PLC柜模板接线图#panel_000,_P3_staging_batch4/16PLC柜模板接线图,train,P3,ok,,high_fragmentation,1399,618,2180,1153,1447,2116,27,0.0071,0.1427,datas/qa_and_png/P3_oda_output/16PLC柜模板接线图.png,outputs/topology_panel_v1/_P3_staging_batch4/16PLC柜模板接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch1/10kV线路保护测控屏面布置及元件图#panel_000,_P3_staging_batch1/10kV线路保护测控屏面布置及元件图,test,P3,ok,,high_fragmentation,1772,1464,2084,652,1604,2065,220,0.0605,0.0969,datas/qa_and_png/P3_oda_output/10kV线路保护测控屏面布置及元件图.png,outputs/topology_panel_v1/_P3_staging_batch1/10kV线路保护测控屏面布置及元件图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/35kv江鑫－6kv电容器开关控制信号回路原理接线图#panel_000,_P2_staging/35kv江鑫－6kv电容器开关控制信号回路原理接线图,train,P2,ok,,high_fragmentation,2070,1367,2171,666,2018,2046,280,0.0459,0.1188,datas/qa_and_png/P2_oda_output/35kv江鑫－6kv电容器开关控制信号回路原理接线图.png,outputs/topology_panel_v1/_P2_staging/35kv江鑫－6kv电容器开关控制信号回路原理接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/35kv江鑫－6kv电容器开关控制信号回路原理接线图wm666.taobao.com#panel_000,_P2_staging/35kv江鑫－6kv电容器开关控制信号回路原理接线图wm666.taobao.com,train,P2,ok,,high_fragmentation,2070,1367,2171,666,2018,2046,280,0.0459,0.1188,datas/qa_and_png/P2_oda_output/35kv江鑫－6kv电容器开关控制信号回路原理接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/35kv江鑫－6kv电容器开关控制信号回路原理接线图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com,train,P3,ok,,high_fragmentation,1410,1084,2046,929,1626,2046,122,0.0068,0.1085,datas/qa_and_png/P3_oda_output/500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV二滩IIGPSL602GA-202保护屏外部联系接线图(B066-500-0403)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/500kV线路 TLS-1B保护屏外部联系接线图(B080-500-1403)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV线路 TLS-1B保护屏外部联系接线图(B080-500-1403)wm666.taobao.com,train,P3,ok,,high_fragmentation,1483,1058,2029,936,1592,2006,104,0.008,0.0932,datas/qa_and_png/P3_oda_output/500kV线路 TLS-1B保护屏外部联系接线图(B080-500-1403)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV线路 TLS-1B保护屏外部联系接线图(B080-500-1403)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/35kv江鑫－6kv馈线开关控制信号回路原理接线图#panel_000,_P2_staging/35kv江鑫－6kv馈线开关控制信号回路原理接线图,train,P2,ok,,high_fragmentation,2075,1318,2115,660,1981,2000,278,0.0455,0.1215,datas/qa_and_png/P2_oda_output/35kv江鑫－6kv馈线开关控制信号回路原理接线图.png,outputs/topology_panel_v1/_P2_staging/35kv江鑫－6kv馈线开关控制信号回路原理接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/35kv江鑫－6kv馈线开关控制信号回路原理接线图wm666.taobao.com#panel_000,_P2_staging/35kv江鑫－6kv馈线开关控制信号回路原理接线图wm666.taobao.com,train,P2,ok,,high_fragmentation,2075,1318,2115,660,1981,2000,278,0.0455,0.1215,datas/qa_and_png/P2_oda_output/35kv江鑫－6kv馈线开关控制信号回路原理接线图wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/35kv江鑫－6kv馈线开关控制信号回路原理接线图wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/500kV线路 PLP01-54T保护屏外部联系接线图(B080-500-1402)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV线路 PLP01-54T保护屏外部联系接线图(B080-500-1402)wm666.taobao.com,train,P3,ok,,high_fragmentation,1511,1064,2000,902,1610,2000,126,0.01,0.0605,datas/qa_and_png/P3_oda_output/500kV线路 PLP01-54T保护屏外部联系接线图(B080-500-1402)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV线路 PLP01-54T保护屏外部联系接线图(B080-500-1402)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/电站电气主接线图#panel_000,_P1_staging/电站电气主接线图,train,P1,ok,,high_fragmentation,2072,1627,2484,617,2094,1992,401,0.0432,0.0467,datas/qa_and_png/P1_oda_output/电站电气主接线图.png,outputs/topology_panel_v1/_P1_staging/电站电气主接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/24-35kV隔离开关隔离开关机构厂家图#panel_000,_P2_staging/24-35kV隔离开关隔离开关机构厂家图,train,P2,ok,,high_fragmentation,1982,1155,2022,730,1860,1977,157,0.0319,0.0708,datas/qa_and_png/P2_oda_output/24-35kV隔离开关隔离开关机构厂家图.png,outputs/topology_panel_v1/_P2_staging/24-35kV隔离开关隔离开关机构厂家图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/110KV变电站电气主接线图#panel_000,_P1_staging/110KV变电站电气主接线图,train,P1,ok,,high_fragmentation,1524,1122,1992,951,1807,1972,258,0.0598,0.1278,datas/qa_and_png/P1_oda_output/110KV变电站电气主接线图.png,outputs/topology_panel_v1/_P1_staging/110KV变电站电气主接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com#panel_000,_P1_staging/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com,train,P1,ok,,high_fragmentation,1520,938,1968,828,1813,1927,200,0.0239,0.1012,datas/qa_and_png/P1_oda_output/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com.png,outputs/topology_panel_v1/_P1_staging/#2主变录波柜二次接线图(B066-500-0215)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com#panel_000,_P3_staging_batch3/500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com,train,P3,ok,,high_fragmentation,1790,1288,1977,578,1982,1919,361,0.0855,0.0469,datas/qa_and_png/P3_oda_output/500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com.png,outputs/topology_panel_v1/_P3_staging_batch3/500kV中断路器(22WDL)电流电压回路(B066-500-0503)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch1/500KV系统一次图#panel_000,_P3_staging_batch1/500KV系统一次图,train,P3,ok,,high_fragmentation,1800,1460,1935,497,2072,1893,444,0.1178,0.0951,datas/qa_and_png/P3_oda_output/500KV系统一次图.png,outputs/topology_panel_v1/_P3_staging_batch1/500KV系统一次图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/08双作用电磁阀软手操单元接线图#panel_000,_P3_staging_batch3/08双作用电磁阀软手操单元接线图,train,P3,ok,,high_fragmentation,663,1319,1949,392,1815,1872,214,0.0235,0.1095,datas/qa_and_png/P3_oda_output/08双作用电磁阀软手操单元接线图.png,outputs/topology_panel_v1/_P3_staging_batch3/08双作用电磁阀软手操单元接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P2_staging/220kV线路断路器操作机构接线图(B066-500-1802)wm666.taobao.com#panel_000,_P2_staging/220kV线路断路器操作机构接线图(B066-500-1802)wm666.taobao.com,train,P2,ok,,high_fragmentation,1892,1209,1875,472,1898,1860,223,0.0274,0.0828,datas/qa_and_png/P2_oda_output/220kV线路断路器操作机构接线图(B066-500-1802)wm666.taobao.com.png,outputs/topology_panel_v1/_P2_staging/220kV线路断路器操作机构接线图(B066-500-1802)wm666.taobao.com#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/4-1#主变信号回路图#panel_000,_P1_staging/4-1#主变信号回路图,train,P1,ok,,high_fragmentation,2172,1047,2016,774,1753,1850,166,0.0416,0.1308,datas/qa_and_png/P1_oda_output/4-1#主变信号回路图.png,outputs/topology_panel_v1/_P1_staging/4-1#主变信号回路图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/低压柜端子排接线图#panel_000,_P3_staging_batch3/低压柜端子排接线图,train,P3,ok,,high_fragmentation,785,532,1831,997,1191,1830,19,0.0,0.1235,datas/qa_and_png/P3_oda_output/低压柜端子排接线图.png,outputs/topology_panel_v1/_P3_staging_batch3/低压柜端子排接线图#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P3_staging_batch3/低压柜端子排接线图__294#panel_000,_P3_staging_batch3/低压柜端子排接线图__294,train,P3,ok,,high_fragmentation,786,532,1831,997,1191,1830,19,0.0,0.1235,datas/qa_and_png/P3_oda_output/低压柜端子排接线图__294.png,outputs/topology_panel_v1/_P3_staging_batch3/低压柜端子排接线图__294#panel_000.topology.v1.json
medium,high_fragmentation,Review as a candidate for terminal anchors or line-merge improvements.,_P1_staging/220Kv枢纽变电站主接线图#panel_000,_P1_staging/220Kv枢纽变电站主接线图,train,P1,ok,,high_fragmentation,1686,1266,1870,510,1939,1828,313,0.0399,0.064,datas/qa_and_png/P1_oda_output/220Kv枢纽变电站主接线图.png,outputs/topology_panel_v1/_P1_staging/220Kv枢纽变电站主接线图#panel_000.topology.v1.json
