panel_id,parent_drawing_key,split,phase,batch,panel_index,panel_count,split_method,panel_png_path,panel_bbox_cad,parent_normalized_json_path,parent_topology_v0_json_path,topology_v1_panel_json_path,status,error,panel_entity_count,base_segment_count,split_segment_count,intersection_count,split_event_count,split_short_segments,v1_node_count,v1_edge_count,v1_net_count,v1_isolated_edge_ratio,v1_largest_net_edge_ratio,effective_endpoint_tolerance,quality_flags
_P1_staging/110kV降压变电站主接线图#panel_000,_P1_staging/110kV降压变电站主接线图,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kV降压变电站主接线图.png,"-15.5401,23.8257,106.5018,105.3353",outputs/normalized_geometry/_P1_staging/110kV降压变电站主接线图.normalized.json,outputs/topology_graph/_P1_staging/110kV降压变电站主接线图.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kV降压变电站主接线图#panel_000.topology.v1.json,ok,,1580,1297,1759,345,513,17,1785,1750,285,0.0526,0.196,0.0734,
_P1_staging/110kV降压变电站主接线图wm666.taobao.com#panel_000,_P1_staging/110kV降压变电站主接线图wm666.taobao.com,test,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kV降压变电站主接线图wm666.taobao.com.png,"-15.5401,23.8257,106.5018,105.3353",outputs/normalized_geometry/_P1_staging/110kV降压变电站主接线图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110kV降压变电站主接线图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kV降压变电站主接线图wm666.taobao.com#panel_000.topology.v1.json,ok,,1579,1297,1759,345,513,17,1785,1750,285,0.0526,0.196,0.0734,
_P1_staging/110kv substation#panel_000,_P1_staging/110kv substation,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv substation.png,"826.2293,619.7902,1876.2293,1091.319",outputs/normalized_geometry/_P1_staging/110kv substation.normalized.json,outputs/topology_graph/_P1_staging/110kv substation.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv substation#panel_000.topology.v1.json,ok,,2810,2064,4807,1903,3203,41,3653,4276,598,0.0543,0.2673,0.5755,
_P1_staging/110kv substation(1)#panel_000,_P1_staging/110kv substation(1),train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv substation(1).png,"-10074.7188,-914.5185,52925.2812,28785.4815",outputs/normalized_geometry/_P1_staging/110kv substation(1).normalized.json,outputs/topology_graph/_P1_staging/110kv substation(1).topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv substation(1)#panel_000.topology.v1.json,ok,,556,556,992,380,540,8,708,986,67,0.0325,0.3945,1.0,
_P1_staging/110kv substation(2)#panel_000,_P1_staging/110kv substation(2),val,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv substation(2).png,"-10374.7188,-1414.5185,78725.2812,40585.4815",outputs/normalized_geometry/_P1_staging/110kv substation(2).normalized.json,outputs/topology_graph/_P1_staging/110kv substation(2).topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv substation(2)#panel_000.topology.v1.json,ok,,1893,1968,6555,3197,4854,16,4220,6546,207,0.011,0.5069,1.0,
_P1_staging/110kv substation(3)#panel_000,_P1_staging/110kv substation(3),train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv substation(3).png,"1515.066,164.9276,3024.2627,1695.2941",outputs/normalized_geometry/_P1_staging/110kv substation(3).normalized.json,outputs/topology_graph/_P1_staging/110kv substation(3).topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv substation(3)#panel_000.topology.v1.json,ok,,740,583,825,192,245,0,873,762,208,0.1234,0.1929,1.0,
_P1_staging/110kv substation(4)#panel_000,_P1_staging/110kv substation(4),train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv substation(4).png,"-29532.2345,-914.5185,45675.2812,28785.4815",outputs/normalized_geometry/_P1_staging/110kv substation(4).normalized.json,outputs/topology_graph/_P1_staging/110kv substation(4).topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv substation(4)#panel_000.topology.v1.json,ok,,1129,913,1687,612,879,0,1339,1644,125,0.045,0.5426,1.0,
_P1_staging/110kv substation(5)#panel_000,_P1_staging/110kv substation(5),train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv substation(5).png,"-10374.7188,-1414.5185,78725.2812,40585.4815",outputs/normalized_geometry/_P1_staging/110kv substation(5).normalized.json,outputs/topology_graph/_P1_staging/110kv substation(5).topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv substation(5)#panel_000.topology.v1.json,ok,,1896,1968,6555,3197,4854,16,4220,6546,207,0.011,0.5069,1.0,
_P1_staging/110kv变电气主接线#panel_000,_P1_staging/110kv变电气主接线,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv变电气主接线.png,"1730.6604,-52.196,2561.117,552.5185",outputs/normalized_geometry/_P1_staging/110kv变电气主接线.normalized.json,outputs/topology_graph/_P1_staging/110kv变电气主接线.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv变电气主接线#panel_000.topology.v1.json,ok,,2173,1630,2873,731,1252,0,3201,2830,463,0.0304,0.0371,0.5136,high_fragmentation
_P1_staging/110kv变电站电气一次图纸目录#panel_000,_P1_staging/110kv变电站电气一次图纸目录,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv变电站电气一次图纸目录.png,"-1629.6277,-43.1,-1035.6277,376.9",outputs/normalized_geometry/_P1_staging/110kv变电站电气一次图纸目录.normalized.json,outputs/topology_graph/_P1_staging/110kv变电站电气一次图纸目录.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv变电站电气一次图纸目录#panel_000.topology.v1.json,ok,,64,10,10,0,0,0,12,10,4,0.2,0.4,0.3637,
_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com#panel_000,_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv变电站电气一次图纸目录wm666.taobao.com.png,"-1629.6277,-43.1,-1035.6277,376.9",outputs/normalized_geometry/_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv变电站电气一次图纸目录wm666.taobao.com#panel_000.topology.v1.json,ok,,64,10,10,0,0,0,12,10,4,0.2,0.4,0.3637,
_P1_staging/110kv变电站电气一次说明书#panel_000,_P1_staging/110kv变电站电气一次说明书,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv变电站电气一次说明书.png,"-1629.6277,-43.1,-1035.6277,376.9",outputs/normalized_geometry/_P1_staging/110kv变电站电气一次说明书.normalized.json,outputs/topology_graph/_P1_staging/110kv变电站电气一次说明书.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv变电站电气一次说明书#panel_000.topology.v1.json,ok,,24,10,10,0,0,0,12,10,4,0.2,0.4,0.3637,
_P1_staging/110kv变电站电气一次说明书wm666.taobao.com#panel_000,_P1_staging/110kv变电站电气一次说明书wm666.taobao.com,test,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110kv变电站电气一次说明书wm666.taobao.com.png,"-1629.6277,-43.1,-1035.6277,376.9",outputs/normalized_geometry/_P1_staging/110kv变电站电气一次说明书wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/110kv变电站电气一次说明书wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110kv变电站电气一次说明书wm666.taobao.com#panel_000.topology.v1.json,ok,,24,10,10,0,0,0,12,10,4,0.2,0.4,0.3637,
_P1_staging/110主变保护柜接线图#panel_000,_P1_staging/110主变保护柜接线图,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/110主变保护柜接线图.png,"398.5,-5945.5912,13400.7722,5853.7653",outputs/normalized_geometry/_P1_staging/110主变保护柜接线图.normalized.json,outputs/topology_graph/_P1_staging/110主变保护柜接线图.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/110主变保护柜接线图#panel_000.topology.v1.json,ok,,2808,1857,4893,2119,3267,67,3306,4834,259,0.0165,0.2189,1.0,
_P1_staging/12-1#主变35kV侧断路器机构端子排图#panel_000,_P1_staging/12-1#主变35kV侧断路器机构端子排图,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/12-1#主变35kV侧断路器机构端子排图.png,"0.0,-3124.7791,6188.3186,1830.531",outputs/normalized_geometry/_P1_staging/12-1#主变35kV侧断路器机构端子排图.normalized.json,outputs/topology_graph/_P1_staging/12-1#主变35kV侧断路器机构端子排图.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/12-1#主变35kV侧断路器机构端子排图#panel_000.topology.v1.json,ok,,2813,1442,4196,2129,2948,30,2875,4133,188,0.0203,0.2775,1.0,
_P1_staging/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图#panel_000,_P1_staging/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图.png,"0.0,-3124.7791,6188.3186,900.9311",outputs/normalized_geometry/_P1_staging/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图.normalized.json,outputs/topology_graph/_P1_staging/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/13-1#主变110kV侧隔离开关闭锁原理及二次安装接线图#panel_000.topology.v1.json,ok,,1300,912,1324,667,733,10,928,1301,134,0.0592,0.5557,1.0,
_P1_staging/132kV变电站主接线图#panel_000,_P1_staging/132kV变电站主接线图,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/132kV变电站主接线图.png,"-14011.3806,-5862.074,15113.613,12746.0108",outputs/normalized_geometry/_P1_staging/132kV变电站主接线图.normalized.json,outputs/topology_graph/_P1_staging/132kV变电站主接线图.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/132kV变电站主接线图#panel_000.topology.v1.json,ok,,4059,3508,10095,4422,7033,43,5654,8540,272,0.0191,0.3203,1.0,
_P1_staging/132kV变电站主接线图wm666.taobao.com#panel_000,_P1_staging/132kV变电站主接线图wm666.taobao.com,train,P1,_P1_staging,0,1,full,datas/qa_and_png/P1_oda_output/132kV变电站主接线图wm666.taobao.com.png,"-14011.3806,-5862.074,15113.613,12746.0108",outputs/normalized_geometry/_P1_staging/132kV变电站主接线图wm666.taobao.com.normalized.json,outputs/topology_graph/_P1_staging/132kV变电站主接线图wm666.taobao.com.topology.v0.json,outputs/topology_panel_v1_sample/_P1_staging/132kV变电站主接线图wm666.taobao.com#panel_000.topology.v1.json,ok,,4058,3508,10095,4422,7033,43,5654,8540,272,0.0191,0.3203,1.0,
