panel_id,agent,agent_model,agent_modality,agent_label,agent_confidence,is_single_panel,is_topology_target,has_visible_watermark,geometry_usable,agent_reason,agent_visible_cues,elapsed_sec,error,raw_response
_P2_staging/电站、变电所电气及设备01#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/电站、变电所电气及设备14#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch1/10KV开关站二次图纸#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch1/10KV高压开关柜原理图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch1/10kv变电室二次系统图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch1/6kV二次接线图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch1/某配电工程10kV杆型一缆图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch1/某高层10KV配电图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch1/自行车有限10KV变电室#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch2/10KV配变电房工程典型设计图纸wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-11变送器电缆保护及连接图(断开式、汇线槽)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-12其它类仪表电缆保护及连接图(断开式、汇线槽)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-19温度元件铠装电缆保护及连接图(汇线槽)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-1温度元件电缆保护及连接图(断开式、钢管)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-20变送器铠装电缆保护及连接图(汇线槽)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-2变送器电缆保护及连接图(断开式、钢管).#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-38B调节阀电缆保护及连接图(防爆密封接头、挠性管、压接式)  (二)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-3其它类仪表电缆保护及连接图(断开式、钢管).#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-40B二位式阀电缆保护及连接图(防爆密封接头、挠性管、压接式)(二)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-51B调节阀电缆保护及连接图(浇封式接头、挠性管、压接式) (二)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-5调节阀电缆保护及连接图(断开式、钢管)(一)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-63B调节阀电缆保护及连接图(防水密封接头、挠性管、压接式) (二)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-65B二位式阀电缆保护及连接图(防水密封接头、挠性管、压接式)(二)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/HK12-67保温(护)箱内变送器电缆保护及连接图(断开式、钢管)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch3/商场照明动力总接线图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch3/某化工厂10KV供电系统全套电气图纸wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch1/11(RCS-9661B背面接线图(四))#panel_001,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P2_staging/变电所、配电所 (gb4728_11_1.3-1)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/变电所、配电所 (gb4728_11_1.3-2)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/变电所（示出改变电压） (gb4728_11_2.9-1)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/变电所（示出改变电压） (gb4728_11_2.9-2)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/杆上变电站 (gb4728_11_2.11-1)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/杆上变电站 (gb4728_11_2.11-2)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/移动变电所 (gb4728-11_2.12-2)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/移动变电所 (gb4728_11_2.12-1)#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/运行的移动变电站#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch2/开关柜底座及基础图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch4/DXN8B-T接线图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_003,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/35KV变电所设计(3)#panel_001,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P3_staging_batch3/500kV母线侧断路器(13WDL)在监控柜上的端子排(B066-500-1503)wm666.taobao.com#panel_001,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P3_staging_batch4/某学校系统图及接线图#panel_001,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch1/高压异步电机保护二次原理图#panel_002,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/35KV变电所设计#panel_001,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P2_staging/变电所全套图纸wm666.taobao.com#panel_001,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/变电所全套图纸wm666.taobao.com#panel_003,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P2_staging/变电所全套图纸wm666.taobao.com#panel_004,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P2_staging/变电所全套图纸wm666.taobao.com#panel_005,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P2_staging/变电所全套图纸wm666.taobao.com#panel_006,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P2_staging/变电所全套图纸wm666.taobao.com#panel_008,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P2_staging/某厂房变电所平面#panel_001,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/某厂房变电所平面wm666.taobao.com#panel_001,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/电站、变电所电气及设备04#panel_004,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch1/铁路配电所有载调压保护#panel_003,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P3_staging_batch4/10KV配网设计块图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch4/10KV配网设计块图#panel_001,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch4/10KV配网设计块图#panel_002,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch4/10KV配网设计块图#panel_003,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch4/10KV配网设计块图#panel_004,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch4/10KV配网设计块图#panel_005,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P3_staging_batch4/10kv系统单线图#panel_004,policy_rule,deterministic_policy,metadata_rule,reject_not_topology,0.98,True,False,False,True,known policy badcase: not topology target,not_topology_target,0,,
_P3_staging_batch4/10kv系统单线图#panel_005,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/SGT-变电所设备布置平面图#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/体育场变电所电气平面图wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_bad_geometry,0.98,False,False,False,False,known policy badcase: bad geometry,bad_geometry,0,,
_P2_staging/某降压变电站设计#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P2_staging/某降压变电站设计wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch3/泉州涂门街中段保护与改建电气设计#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch3/道窖500KVA变配电工程wm666.taobao.com#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
_P3_staging_batch3/道窖500KVA变配电工程wm666.taobao.com__29#panel_000,policy_rule,deterministic_policy,metadata_rule,reject_multi_subfigure,0.98,False,True,False,True,known policy badcase: multi-subfigure,multi_subfigure_badcase,0,,
